,set_num,name,year,theme_id,num_parts,price_mean_N,price_min_N,price_max_N,set_qty_N,currency_N
3855,3567-1,NBA Collectors #8,2003,459,15,26.5934,22.0000,35.0000,7,USD
3856,3568-1,Soccer Target Practice,2006,462,26,0.0000,0.0000,0.0000,0,USD
3857,3569-1,Grand Soccer Stadium,2006,462,382,354.0165,354.0165,354.0165,1,USD
3858,3570-1,Street Soccer,2006,462,198,110.8572,76.9601,130.2402,6,USD
3859,357-1,Fire Station,1973,417,234,0.0000,0.0000,0.0000,0,USD
3860,3571-1,Blackmobile with motor,1998,480,143,54.2540,50.0000,58.0161,6,USD
3861,3573-1,Superstar Figure ,2007,462,9,0.0000,0.0000,0.0000,0,USD
3862,3578-1,NHL Championship Challenge,2004,461,397,343.8946,337.2537,350.0000,3,USD
3863,3579-1,Street Hockey,2004,461,120,76.0965,45.4500,111.3930,6,USD
3864,358-1,Rocket Base,1973,422,276,0.0000,0.0000,0.0000,0,USD
3865,3581-1,Formula Z Car in Storage Case,1998,480,172,72.3120,63.6300,81.6961,4,USD
3866,3582-1,Ant,1999,480,258,0.0000,0.0000,0.0000,0,USD
3867,3584-1,Rapid Return,2003,459,47,25.0000,25.0000,25.0000,1,USD
3868,3585-1,Snowboard Super Pipe,2003,460,226,211.3860,178.4000,234.5400,5,USD
3869,3586-1,Stunt Plane (Explore),2003,504,8,25.0000,25.0000,25.0000,1,USD
3870,3587-1,Mini Dozer (Explore),2003,504,14,47.3601,47.3601,47.3601,1,USD
3871,3588-1,Heavy Truck (Explore),2003,504,17,53.8675,37.2943,65.1201,5,USD
3872,3589-1,Chopper (Explore),2003,504,21,0.0000,0.0000,0.0000,0,USD
3873,3590-1,Drill (Explore),2003,504,23,65.1201,65.1201,65.1201,1,USD
3874,359-1,Environment Plate,1972,473,1,0.0000,0.0000,0.0000,0,USD
3875,3591-1,Heli-Transport (Rota-Beast),1998,480,265,88.8001,88.8001,88.8001,3,USD
3876,3594-1,Bob's Workshop,2009,626,14,0.0000,0.0000,0.0000,0,USD
3877,3595-1,Scoop at Bobland Bay,2009,626,28,35.3614,29.9500,39.7300,3,USD
3878,3596-1,Muck Can Do It,2009,626,39,54.2920,34.9500,76.9601,3,USD
3879,3597-1,Lofty and Dizzy Hard at Work,2009,626,51,0.0000,0.0000,0.0000,0,USD
3880,3598-1,XXL 2000 Canister,2005,37,2000,219.4199,219.4199,219.4199,1,USD
3881,3599-1,XXL 250 Canister,2005,505,250,0.0000,0.0000,0.0000,0,USD
3882,3-6,Medium House Set,1970,433,158,0.0000,0.0000,0.0000,0,USD
3883,3600-1,Build Your Own House Tub,2005,37,1201,0.0000,0.0000,0.0000,0,USD
3884,360-1,Gravel Quarry,1974,416,211,201.2803,142.0802,319.6804,3,USD
3885,3601-1,Elton Elephant,1981,390,7,268.9500,149.9000,388.0000,2,USD
3886,3602-1,Bianca Lamb and Stroller,1980,390,6,471.5000,388.0000,555.0000,2,USD
3887,3603-1,Boris Bulldog and Mailbox,1981,390,4,69.9000,69.9000,69.9000,1,USD
3888,3604-1,Marc Monkey and Wheelbarrow,1980,390,4,0.0000,0.0000,0.0000,0,USD
3889,3605-1,Ricky Racoon and his Scooter,1980,390,2,0.0000,0.0000,0.0000,0,USD
3890,3605-2,Birthday Party (Explore),2002,632,9,0.0000,0.0000,0.0000,0,USD
3891,3606-1,Go-Kart Transport (Rescue Service) (Explore),2002,632,6,17.4689,17.4689,17.4689,3,USD
3892,3607-1,Police Action (Explore),2002,632,7,19.9825,17.4689,22.4960,3,USD
3893,3608-1,Playground (Explore),2002,632,19,0.0000,0.0000,0.0000,0,USD
3894,3609-1,Beach House (Explore),2002,632,5,40.2442,40.2442,40.2442,1,USD
3895,3610-1,Campsite (Explore),2002,632,8,24.0248,24.0248,24.0248,1,USD
3896,361-1,Tea Garden Cafe with Baker's Van,1974,413,214,0.0000,0.0000,0.0000,0,USD
3897,3611-1,Road Worker (Explore),2002,632,11,27.0582,26.2033,27.8482,6,USD
3898,361-2,Garage,1979,85,79,525.9684,414.0666,637.8701,2,USD
3899,3612-1,Wild Animals (Explore),2002,632,35,0.0000,0.0000,0.0000,0,USD
3900,361-3,Tow Truck Kit,1971,423,23,0.0000,0.0000,0.0000,0,USD
3901,3613-1,Fire Rescue (Explore),2002,632,28,38.8197,38.8197,38.8197,2,USD
3902,3614-1,Racing (Explore),2002,632,30,0.0000,0.0000,0.0000,0,USD
3903,3615-1,Percy Pig's Wheelbarrow,1981,390,6,0.0000,0.0000,0.0000,0,USD
3904,3615-2,Theatre Stories (Explore),2002,504,38,97.9861,71.0283,123.9300,3,USD
3905,3616-1,On the Move Police Station (Explore),2001,632,13,41.8300,41.8300,41.8300,1,USD
3906,3617-1,On the Move Hospital (Explore),2002,632,13,0.0000,0.0000,0.0000,0,USD
3907,3618-1,Family Farm (Explore),2002,632,52,0.0000,0.0000,0.0000,0,USD
3908,3619-1,Traffic Town (Explore),2002,632,73,136.0429,119.3496,152.7362,2,USD
3909,3620-1,Playhouse (Explore),2002,652,83,0.0000,0.0000,0.0000,0,USD
3910,362-1,Windmill,1975,413,211,0.0000,0.0000,0.0000,0,USD
3911,3621-1,Polar Animals (Explore),2002,632,28,76.7100,76.7100,76.7100,1,USD
3912,3622-1,Rowboat,1988,390,14,88.8001,88.8001,88.8001,1,USD
3913,3623-1,Beauty Salon,1988,390,26,200.0000,200.0000,200.0000,1,USD
3914,3624-1,Flower Car,1985,390,27,0.0000,0.0000,0.0000,0,USD
3915,3625-1,Aeroplane,1985,390,9,600.0000,600.0000,600.0000,1,USD
3916,3626-1,Roger Raccoon's Sports Car,1983,390,17,0.0000,0.0000,0.0000,0,USD
3917,3627-1,Bonnie Rabbit's Flower Truck,1983,390,25,0.0000,0.0000,0.0000,0,USD
3918,3628-1,Perry Panda & Chester Chimp,1981,390,5,54.9900,54.9900,54.9900,1,USD
3919,3629-1,Barney Bear,1981,390,17,0.0000,0.0000,0.0000,0,USD
3920,3630-1,Sports Airplane,1984,390,9,0.0000,0.0000,0.0000,0,USD
3921,363-1,Hospital with Figures,1975,420,229,0.0000,0.0000,0.0000,0,USD
3922,3631-1,Orchestra,1985,390,32,0.0000,0.0000,0.0000,0,USD
3923,3633-1,Motor Boat,1986,390,14,0.0000,0.0000,0.0000,0,USD
3924,3634-1,Charlie Crow's Carry-All,1980,390,18,120.0000,120.0000,120.0000,1,USD
3925,3635-1,Bonnie Bunny's Camper,1981,390,33,0.0000,0.0000,0.0000,0,USD
3926,3636-1,Bedroom,1987,390,22,0.0000,0.0000,0.0000,0,USD
3927,3637-1,Gertrude Goat's Painter's Truck,1983,390,15,0.0000,0.0000,0.0000,0,USD
3928,3638-1,Buster Bulldog's Fire Engine,1983,390,19,86.9000,86.9000,86.9000,1,USD
3929,3639-1,Police Car,1984,390,14,0.0000,0.0000,0.0000,0,USD
3930,364-1,Harbour Scene,1975,419,515,621.6008,532.8007,710.4009,2,USD
3931,3641-1,Car & Camper,1985,390,25,0.0000,0.0000,0.0000,0,USD
3932,3642-1,Fire Engine,1985,390,18,86.9000,86.9000,86.9000,1,USD
3933,3643-1,Police Car,1985,390,14,152.7362,152.7362,152.7362,1,USD
3934,3644-1,Mayor's Car,1986,390,12,0.0000,0.0000,0.0000,0,USD
3935,3645-1,Classroom,1987,390,26,0.0000,0.0000,0.0000,0,USD
3936,3646-1,Kitchen,1988,390,55,0.0000,0.0000,0.0000,0,USD
3937,3647-1,School Room,1989,390,45,0.0000,0.0000,0.0000,0,USD
3938,3648-1,Police Chase,2011,61,173,46.1418,35.5200,66.6000,17,USD
3939,3650-1,First Rollabout,2002,440,6,0.0000,0.0000,0.0000,0,USD
3940,365-1,Wild West Scene,1975,424,596,852.0804,710.4009,993.7598,2,USD
3941,3651-1,Friends,2002,440,9,0.0000,0.0000,0.0000,0,USD
3942,365-2,Build-N-Store Chest,1990,467,339,106.1938,100.6283,111.3930,3,USD
3943,3654-1,Country Cottage,1982,390,44,0.0000,0.0000,0.0000,0,USD
3944,3655-1,Fire Action (Explore),2003,632,11,29.6000,29.6000,29.6000,1,USD
3945,3656-1,Police Action (Explore),2003,632,32,0.0000,0.0000,0.0000,0,USD
3946,3657-1,Fire Fighters (Explore),2003,632,40,0.0000,0.0000,0.0000,0,USD
3947,3658-1,Police Helicopter,2011,61,237,53.5746,35.1968,76.9601,23,USD
3948,3659-1,Play Ground,1987,390,17,0.0000,0.0000,0.0000,0,USD
3949,3660-1,Fisherman's Cottage,1985,390,29,0.0000,0.0000,0.0000,0,USD
3950,366-1,Basic Set,1981,469,186,49.4261,37.8880,65.1201,4,USD
3951,3661-1,Bank & Money Transfer,2011,61,409,96.7971,69.8561,125.0000,28,USD
3952,3662-1,Bus,1987,390,33,0.0000,0.0000,0.0000,0,USD
3953,3663-1,Max Mouse's Carousel,1989,390,24,71.0401,71.0401,71.0401,1,USD
3954,3664-1,Police Station,1984,390,63,197.9000,197.9000,197.9000,1,USD
3955,3665-1,Ice Cream with Scooter,1980,390,39,0.0000,0.0000,0.0000,0,USD
3956,3666-1,Petrol Station,1982,390,30,0.0000,0.0000,0.0000,0,USD
3957,3667-1,Bakery,1982,390,65,0.0000,0.0000,0.0000,0,USD
3958,3668-1,Merry-Go-Round,1986,390,49,271.8171,223.6342,320.0000,2,USD
3959,3669-1,Fire & Police Station,1982,390,34,0.0000,0.0000,0.0000,0,USD
3960,3670-1,Service Station,1984,390,54,0.0000,0.0000,0.0000,0,USD
3961,367-1,Moon Landing,1975,422,363,0.0000,0.0000,0.0000,0,USD
3962,3671-1,Airport,1984,390,55,0.0000,0.0000,0.0000,0,USD
3963,367-2,Mini Airport & Vehicles,1970,523,0,0.0000,0.0000,0.0000,0,USD
3964,3672-1,Hotel / Restaurant,1982,390,71,0.0000,0.0000,0.0000,0,USD
3965,3673-1,Steamboat,1985,390,64,0.0000,0.0000,0.0000,0,USD
3966,3674-1,Bonnie Bunny's New House,1987,390,43,0.0000,0.0000,0.0000,0,USD
3967,3675-1,General Store,1987,390,107,0.0000,0.0000,0.0000,0,USD
3968,3676-1,Catherine Cat's Fun Park,1989,390,47,0.0000,0.0000,0.0000,0,USD
3969,3677-1,Red Cargo Train,2011,66,827,338.8117,279.0000,413.2165,29,USD
3970,3678-1,The Fabuland House,1982,390,118,0.0000,0.0000,0.0000,0,USD
3971,3679-1,Mill with Shop,1986,390,80,0.0000,0.0000,0.0000,0,USD
3972,3680-1,Camping Caravan,1988,390,27,349.0000,349.0000,349.0000,1,USD
3973,368-1,Taxi Station,1976,413,156,0.0000,0.0000,0.0000,0,USD
3974,3681-1,Amusement Park,1985,390,105,0.0000,0.0000,0.0000,0,USD
3975,3682-1,Fire Station,1987,390,153,2072.0027,2072.0027,2072.0027,1,USD
3976,3683-1,Amusement Park,1988,390,98,0.0000,0.0000,0.0000,0,USD
3977,369-1,Coast Guard Station,1976,415,274,1420.8018,1420.8018,1420.8018,1,USD
3978,3695-1,Figure Collection,1982,390,80,0.0000,0.0000,0.0000,0,USD
3979,3700-1,Emergency Vehicles,2003,440,2,0.0000,0.0000,0.0000,0,USD
3980,370-1,Police Headquarters,1976,421,300,0.0000,0.0000,0.0000,0,USD
3981,3701-1,Fisherman Cornelius Cat,1982,390,3,50.0000,50.0000,50.0000,1,USD
3982,3703-1,Peter Pig the Cook,1982,390,3,29.6000,29.6000,29.6000,1,USD
3983,3704-1,Marjorie Mouse,1982,390,3,0.0000,0.0000,0.0000,0,USD
3984,3706-1,Elmer Elephant,1982,390,3,35.4608,35.4608,35.4608,1,USD
3985,3707-1,Clover Cow,1982,390,3,69.8561,69.8561,69.8561,1,USD
3986,3708-1,Rufus Rabbit,1982,390,4,47.3482,47.3482,47.3482,1,USD
3987,3709-1,"Henry Horse, Carpenter",1983,390,3,0.0000,0.0000,0.0000,0,USD
3988,3710-1,Peter Panda Takes a Bath,1983,390,3,34.3360,34.3360,34.3360,1,USD
3989,371-1,Tipper Truck,1971,416,47,82.8801,82.8801,82.8801,1,USD
3990,3711-1,Pierre Pig and His Tuba,1984,390,5,0.0000,0.0000,0.0000,0,USD
3991,371-2,Motorized Truck Set,1967,301,314,0.0000,0.0000,0.0000,0,USD
3992,3712-1,Robby Rabbit and Accordion,1984,390,5,59.2001,59.2001,59.2001,1,USD
3993,371-3,Seaplane,1977,412,115,0.0000,0.0000,0.0000,0,USD
3994,3713-1,Drummer Gabriel Monkey,1984,390,8,0.0000,0.0000,0.0000,0,USD
3995,3714-1,Bricklayer Oscar Orangutan,1985,390,9,0.0000,0.0000,0.0000,0,USD
3996,3715-1,Flower Stand,1985,390,20,0.0000,0.0000,0.0000,0,USD
3997,3716-1,Office,1985,390,10,0.0000,0.0000,0.0000,0,USD
3998,3717-1,Fisherman,1985,390,10,0.0000,0.0000,0.0000,0,USD
3999,3718-1,Small Cafe,1986,390,7,0.0000,0.0000,0.0000,0,USD
4000,3719-1,Bus Stop,1987,390,5,118.6697,118.6697,118.6697,1,USD
4001,372-1,Texas Rangers,1977,424,256,0.0000,0.0000,0.0000,0,USD
4002,3721-1,Clive Crocodile on Skateboard,1988,390,13,178.0223,178.0223,178.0223,1,USD
4003,372-2,Tow Truck,1971,423,53,0.0000,0.0000,0.0000,0,USD
4004,3722-1,Treasure Tomb,1998,297,164,250.0000,250.0000,250.0000,1,USD
4005,3723-1,Lego Minifigure,2000,276,1849,1131.7013,795.0000,1650.0000,8,USD
4006,3724-1,Lego Dragon,2001,276,1538,1392.5104,1319.2204,1465.8004,2,USD
4007,3725-1,1 x 2 Brick Light Gray,2003,254,100,0.0000,0.0000,0.0000,0,USD
4008,3726-1,1 x 2 Brick Dark Gray,2003,254,100,0.0000,0.0000,0.0000,0,USD
4009,3727-1,1 x 2 Brick Tan,2000,254,100,0.0000,0.0000,0.0000,0,USD
4010,3729-1,2 x 4 Dark Gray Bricks,2000,254,50,0.0000,0.0000,0.0000,0,USD
4011,3730-1,2 x 4 Tan Bricks,2000,254,50,0.0000,0.0000,0.0000,0,USD
4012,373-1,Offshore Rig with Fuel Tanker,1977,418,460,0.0000,0.0000,0.0000,0,USD
4013,3731-1,Pumpkin Pack,2000,230,87,37.7053,23.1158,45.0000,3,USD
4014,373-2,Ambulance,1971,420,65,0.0000,0.0000,0.0000,0,USD
4015,3732-1,Castle Expander Pack,2000,255,24,9.7599,5.5043,22.3633,86,USD
4016,3733-1,Gray Windows with Clear Panes,2000,254,20,26.4729,22.7673,29.9800,37,USD
4017,3734-1,Train Windows with Panes Blue,2000,254,20,31.2450,29.5000,32.9900,15,USD
4018,3735-1,Grey Train Doors with Panes,2000,257,20,41.8746,30.3564,52.8409,24,USD
4019,3736-1,Blue Train Doors with Panes,2000,257,20,19.7696,12.0000,46.2060,35,USD
4020,3737-1,Train Accessories,2000,257,15,38.5090,31.8666,46.2858,17,USD
4021,3738-1,Large Spruce Trees,2000,254,10,23.2992,19.9900,26.1099,9,USD
4022,3739-1,Blacksmith Shop,2002,200,629,331.8264,331.3444,332.3083,2,USD
4023,3740-1,Small Locomotive,2001,238,66,76.0166,55.0000,118.6815,14,USD
4024,374-1,Fire Station,1978,74,336,0.0000,0.0000,0.0000,0,USD
4025,3741-1,Large Locomotive (base unit without color trim elements),2001,238,91,150.0000,150.0000,150.0000,1,USD
4026,374-2,Fire Engine,1971,417,73,0.0000,0.0000,0.0000,0,USD
4027,3742-1,Tender Basis (without color trim elements),2001,238,41,120.0000,120.0000,120.0000,1,USD
4028,3743-1,Locomotive Blue Bricks,2001,238,106,0.0000,0.0000,0.0000,0,USD
4029,3744-1,Locomotive Green Bricks,2001,238,106,17.9700,15.9500,19.9900,2,USD
4030,3745-1,Locomotive Black Bricks,2001,238,106,0.0000,0.0000,0.0000,0,USD
4031,3746-1,Locomotive Brown Bricks,2001,238,106,18.2588,15.2956,20.1165,13,USD
4032,3747-1,Locomotive Gray Bricks,2001,238,106,28.9621,28.4242,29.5000,22,USD
4033,3748-1,Light Unit for Train,2001,456,4,47.1382,34.6200,59.3289,11,USD
4034,3750-1,Life on Mars Accessories,2001,452,48,15.0000,15.0000,15.0000,1,USD
4035,3751-1,1 x 2 Brown Bricks,2003,254,100,0.0000,0.0000,0.0000,0,USD
4036,375-2,Castle,1978,189,774,8500.0000,8500.0000,8500.0000,1,USD
4037,3752-1,1 x 6 Brown Bricks,2002,254,50,34.4176,34.4176,34.4176,1,USD
4038,375-3,Refrigerator Truck and Trailer,1971,423,127,0.0000,0.0000,0.0000,0,USD
4039,3753-1,2 x 2 Brown Bricks,2003,254,100,0.0000,0.0000,0.0000,0,USD
4040,3754-1,2 x 4 Brown Bricks,2003,254,50,0.0000,0.0000,0.0000,0,USD
4041,3755-1,2 x 4 Roof Tile Brown,2003,254,50,33.0513,15.0000,51.1026,10,USD
4042,3756-1,2 x 4 Brown Ridge Roof Tiles Steep Sloped,2003,254,25,14.5534,8.8892,30.3743,20,USD
4043,3758-1,35th Anniversary Bucket,1998,469,600,0.0000,0.0000,0.0000,0,USD
4044,3759-1,35th Anniversary Tub,1998,469,1200,0.0000,0.0000,0.0000,0,USD
4045,3760-1,35th Anniversary Bucket,1998,399,417,0.0000,0.0000,0.0000,0,USD
4046,376-1,Low-Loader with Excavator,1971,416,91,0.0000,0.0000,0.0000,0,USD
4047,3761-1,35th Anniversary Tub,1998,399,842,0.0000,0.0000,0.0000,0,USD
4048,376-2,Town House with Garden,1978,69,244,0.0000,0.0000,0.0000,0,USD
4049,3762-1,Bucket,1998,505,71,0.0000,0.0000,0.0000,0,USD
4050,3763-1,35 Year Anniversary Tub,2002,505,142,0.0000,0.0000,0.0000,0,USD
4051,3770-1,My First Train,2005,634,12,0.0000,0.0000,0.0000,0,USD
4052,377-1,Shell Service Station,1978,76,190,1780.2231,1780.2231,1780.2231,1,USD
4053,3771-1,Train Starter Set,2005,634,67,159.5096,159.5096,159.5096,1,USD
4054,377-2,Crane with Float Truck,1971,416,90,0.0000,0.0000,0.0000,0,USD
4055,3772-1,Deluxe Train Set,2005,634,111,188.7036,188.7036,188.7036,1,USD
4056,3773-1,Level Crossing,2005,634,14,0.0000,0.0000,0.0000,0,USD
4057,3774-1,Bridge,2005,634,26,102.5558,91.3132,113.7984,2,USD
4058,3775-1,Points,2005,634,2,12.2005,8.9011,15.9510,4,USD
4059,3778-1,Station,2005,634,46,100.0000,100.0000,100.0000,1,USD
4060,378-1,Tractor,1972,423,36,347.4327,99.6925,568.7694,3,USD
4061,3781-1,Maximillian Mouse,1982,390,5,40.0000,40.0000,40.0000,1,USD
4062,3782-1,Photographer Patrick Parrot,1982,390,5,59.9000,59.9000,59.9000,1,USD
4063,3784-1,Hugo Hog the Tinker,1982,390,5,56.0715,35.0000,77.1430,3,USD
4064,3786-1,Buzzy Bulldog the Postman,1982,390,7,69.9000,69.9000,69.9000,1,USD
4065,3787-1,"Hannah Hippopotamus, Gardener",1983,390,15,0.0000,0.0000,0.0000,0,USD
4066,3788-1,Paulette Poodle's Living Room,1983,390,15,297.9393,178.0223,388.0000,3,USD
4067,3789-1,Police Motorcycle,1984,390,7,0.0000,0.0000,0.0000,0,USD
4068,379-1,Bus Station,1979,85,179,974.2191,974.2191,974.2191,1,USD
4069,3791-1,William Walrus,1984,390,7,0.0000,0.0000,0.0000,0,USD
4070,379-2,Car and Caravan,1972,423,93,0.0000,0.0000,0.0000,0,USD
4071,3792-1,Bedroom,1985,390,16,0.0000,0.0000,0.0000,0,USD
4072,3793-1,Buzzy Bulldog's Mailbox,1985,390,12,0.0000,0.0000,0.0000,0,USD
4073,3794-1,Police Motorcycle,1985,390,16,0.0000,0.0000,0.0000,0,USD
4074,3795-1,Kitchen,1985,390,29,0.0000,0.0000,0.0000,0,USD
4075,3796-1,Small Bakery,1986,390,31,0.0000,0.0000,0.0000,0,USD
4076,3797-1,Fire Chief Barty Bulldog,1987,390,9,0.0000,0.0000,0.0000,0,USD
4077,3798-1,Hanna's Garden,1988,390,25,0.0000,0.0000,0.0000,0,USD
4078,3-8,Mini-Wheel Model Maker No. 3,1971,423,67,0.0000,0.0000,0.0000,0,USD
4079,3800-1,Ultimate Builders Set,2001,260,322,112.7356,112.7356,112.7356,1,USD
4080,380-1,Village Set,1971,413,3,0.0000,0.0000,0.0000,0,USD
4081,3801-1,Ultimate Accessories,2000,260,45,81.1834,65.5591,89.9910,4,USD
4082,3803-1,Robotics Invention System Upgrade Kit (1.5),1999,260,69,0.0000,0.0000,0.0000,0,USD
4083,3804-1,"Robotics Invention System, Version 2.0",2001,260,720,228.0810,109.2829,349.9900,4,USD
4084,3805-1,Robotics Invention System Upgrade Kit (2.0),2002,260,1,0.0,0.0,0.0,0.0,none
4085,3806-1,Gigamesh G60,2002,463,245,101.8109,92.6951,112.7475,3,USD
4086,3807-1,Snaptrax S45,2002,463,202,100.3505,72.0000,140.0442,4,USD
4087,3808-1,Shadowstrike S70,2002,463,236,97.3205,92.6951,100.7606,3,USD
4088,3809-1,Technojaw T55,2002,463,261,0.0000,0.0000,0.0000,0,USD
4089,381-1,Lorry and Fork Lift Truck,1973,416,86,0.0000,0.0000,0.0000,0,USD
4090,381-2,Police Headquarters,1979,80,372,1780.2231,1780.2231,1780.2231,1,USD
4091,3815-1,Heroic Heroes of the Deep,2011,272,95,45.6227,32.9805,117.2000,24,USD
4092,3816-1,Glove World,2011,272,168,73.5476,58.6320,91.0691,12,USD
4093,3817-1,The Flying Dutchman,2012,272,241,78.1375,51.3030,109.0000,22,USD
4094,3818-1,Bikini Bottom Undersea Party,2012,272,471,189.0219,162.9000,240.0000,6,USD
4095,382-1,Breakdown Truck and Car,1973,423,91,0.0000,0.0000,0.0000,0,USD
4096,3825-1,Krusty Krab,2006,272,298,312.8333,306.9248,318.7418,2,USD
4097,3826-1,Build-A-Bob,2006,272,445,297.6640,236.1763,385.2982,7,USD
4098,3827-1,Adventures in Bikini Bottom,2006,272,579,223.0500,179.9900,267.0335,5,USD
4099,3828-1,Air Temple,2006,317,401,671.2096,622.9579,800.0000,5,USD
4100,3829-1,Fire Nation Ship,2006,317,724,760.3369,683.0106,800.0000,3,USD
4101,3830-1,The Bikini Bottom Express,2008,272,210,116.9013,116.3079,117.4947,2,USD
4102,383-1,Truck with Excavator,1973,416,102,0.0000,0.0000,0.0000,0,USD
4103,3831-1,Rocket Ride,2008,272,279,169.8417,105.0000,228.0000,7,USD
4104,383-2,Knight's Tournament,1979,189,210,0.0000,0.0000,0.0000,0,USD
4105,3832-1,The Emergency Room,2008,272,235,97.1171,81.8391,131.8315,9,USD
4106,3833-1,Krusty Krab Adventures,2009,272,209,144.7583,76.9545,217.8020,8,USD
4107,3834-1,Good Neighbors at Bikini Bottom,2009,272,424,191.2383,98.3387,299.9800,6,USD
4108,3835-1,Robo Champ,2009,502,119,0.0,0.0,0.0,0.0,none
4109,3836-1,Magikus,2009,502,109,0.0,0.0,0.0,0.0,none
4110,3837-1,Monster 4,2009,502,142,0.0,0.0,0.0,0.0,none
4111,3838-1,Lava Dragon,2009,502,136,0.0,0.0,0.0,0.0,none
4112,3839-1,Race 3000,2009,502,167,0.0,0.0,0.0,0.0,none
4113,3840-1,Pirate Code,2009,502,270,0.0,0.0,0.0,0.0,none
4114,384-1,London Bus,1973,423,110,296.7038,296.7038,296.7038,1,USD
4115,3841-1,Minotaurus,2009,502,223,0.0,0.0,0.0,0.0,none
4116,3842-1,Lunar Command,2009,502,277,0.0,0.0,0.0,0.0,none
4117,3843-1,Ramses Pyramid,2009,502,231,0.0,0.0,0.0,0.0,none
4118,3844-1,Creationary,2009,502,341,0.0,0.0,0.0,0.0,none
4119,3845-1,Shave a Sheep,2010,502,118,0.0,0.0,0.0,0.0,none
4120,3846-1,UFO Attack,2010,502,88,0.0,0.0,0.0,0.0,none
4121,3847-1,Magma Monster,2010,502,95,0.0,0.0,0.0,0.0,none
4122,3848-1,Pirate Plank,2010,502,122,0.0,0.0,0.0,0.0,none
4123,3849-1,Orient Bazaar,2010,502,216,0.0,0.0,0.0,0.0,none
4124,3850010-1,Butterfly,2016,410,43,0.0,0.0,0.0,0.0,none
4125,3850031-1,Puffin,2017,410,50,0.0,0.0,0.0,0.0,none
4126,3850033-1,Guardsman,2017,410,44,0.0,0.0,0.0,0.0,none
4127,3850060-1,Fish Tank,2017,410,33,0.0,0.0,0.0,0.0,none
4128,3850061-1,Fish Tank #2,2017,410,34,0.0,0.0,0.0,0.0,none
4129,3850065-1,Parisian Guy,2018,410,40,0.0,0.0,0.0,0.0,none
4130,3850070-1,Olli,2019,410,58,0.0,0.0,0.0,0.0,none
4131,3850072-1,Butterfly,2019,410,45,0.0,0.0,0.0,0.0,none
4132,3850-1,Meteor Strike,2010,502,185,0.0,0.0,0.0,0.0,none
4133,385-1,Jeep CJ-5,1976,423,58,160.2201,160.2201,160.2201,2,USD
4134,3851-1,Atlantis Treasure,2010,502,280,0.0,0.0,0.0,0.0,none
4135,385-2,Build-N-Store Chest,1990,467,450,0.0000,0.0000,0.0000,0,USD
4136,3852-1,Sunblock,2011,502,80,0.0,0.0,0.0,0.0,none
4137,3853-1,Banana Balance,2011,502,49,0.0,0.0,0.0,0.0,none
4138,3854-1,Frog Rush,2011,502,107,0.0,0.0,0.0,0.0,none
4139,3855-1,Ramses Return,2011,502,99,0.0,0.0,0.0,0.0,none
4140,3856-1,Ninjago,2011,502,247,0.0,0.0,0.0,0.0,none
4141,3857-1,Draida Bay,2011,502,101,0.0,0.0,0.0,0.0,none
4142,3858-1,Waldurk Forest,2011,502,231,0.0,0.0,0.0,0.0,none
4143,3859-1,Caverns of Nathuz,2011,502,223,0.0,0.0,0.0,0.0,none
4144,3860-1,Castle Fortaan,2011,502,312,0.0,0.0,0.0,0.0,none
4145,386-1,Helicopter and Ambulance,1976,420,142,0.0000,0.0000,0.0000,0,USD
4146,3861-1,Champion,2011,502,216,0.0,0.0,0.0,0.0,none
4147,3862-1,Hogwarts,2010,502,332,0.0,0.0,0.0,0.0,none
4148,3863-1,Kokoriko,2012,502,115,0.0,0.0,0.0,0.0,none
4149,3864-1,Mini Taurus,2012,502,165,0.0,0.0,0.0,0.0,none
4150,3865-1,City Alarm,2012,502,247,0.0,0.0,0.0,0.0,none
4151,3866-1,Star Wars Battle of Hoth,2012,502,305,0.0,0.0,0.0,0.0,none
4152,3868-1,Phineas and Ferb,2012,502,281,0.0,0.0,0.0,0.0,none
4153,3870-1,Takeshi Walker 1,2007,389,29,28.9694,28.2683,29.6704,2,USD
4154,387-1,Excavator and Dumper,1976,416,159,0.0000,0.0000,0.0000,0,USD
4155,3871-1,Ha-Ya-To Walker,2007,389,21,21.4292,20.5271,22.3313,3,USD
4156,3872-1,Robo Chopper,2007,389,29,0.0000,0.0000,0.0000,0,USD
4157,3874-1,Ilrion,2012,502,245,0.0,0.0,0.0,0.0,none
4158,3885-1,Hikaru Little Flyer,2007,389,22,21.5487,11.8563,37.3612,4,USD
4159,3885-2,Hikaru Little Flyer - Boxed Version,2007,389,22,8.4539,5.3407,20.2669,9,USD
4160,3885-3,Hikaru Little Flyer - Duracell 12 pack AA Battery Promotion,2007,389,0,0.0000,0.0000,0.0000,0,USD
4161,3886-1,Ryo Walker,2007,389,19,12.8358,6.0000,28.1214,367,USD
4162,3886-2,Ryo Walker - Boxed Version,2007,389,19,8.9211,5.0000,19.7758,6,USD
4163,3886-3,Ryo Walker - Duracell 12 pack AA Battery Promotion,2007,389,0,0.0000,0.0000,0.0000,0,USD
4164,3888-1,Three Eights,1998,399,182,46.2858,46.2858,46.2858,1,USD
4165,3900-1,Bracelet,2000,668,20,0.0000,0.0000,0.0000,0,USD
4166,390-1,Helicopter,1986,467,24,0.0000,0.0000,0.0000,0,USD
