,set_num,name,year,theme_id,num_parts,price_mean,price_min,price_max,set_qty,currency
4251,4000020-1,"H.C. Andersen's ""Clumsy Hans' by D.H. Design (LEGO Inside Tour Version)",2015,599,714,0.0000,0.0000,0.0000,0,USD
4252,4000022-1,LEGO Truck Show,2016,599,810,0.0000,0.0000,0.0000,0,USD
4253,4000023-1,Jiaxing Factory,2016,599,407,0.0000,0.0000,0.0000,0,USD
4254,4000024-1,LEGO House Tree of Creativity,2017,599,1007,0.0000,0.0000,0.0000,0,USD
4255,4000025-1,Ferguson Tractor,2018,599,446,0.0000,0.0000,0.0000,0,USD
4256,4000026-1,Tree of Creativity,2018,408,840,0.0000,0.0000,0.0000,0,USD
4257,4000028-1,House,2018,367,64,0.0000,0.0000,0.0000,0,USD
4258,4000029-1,Windmill,2018,367,45,0.0000,0.0000,0.0000,0,USD
4259,4000030-1,Truck,2018,373,44,0.0000,0.0000,0.0000,0,USD
4260,4000031-1,Exclusive T. Rex,2018,602,70,0.0000,0.0000,0.0000,0,USD
4261,4000034-1,The LEGO System House,2019,599,998,0.0000,0.0000,0.0000,0,USD
4262,4000036-1,The Playful 5 Minifigure Set,2019,599,39,0.0000,0.0000,0.0000,0,USD
4263,40001-1,Santa Claus,2009,227,42,6.0000,6.0000,6.0000,1,USD
4264,40002-1,Christmas Tree,2009,227,61,5.1500,4.2000,6.7500,3,USD
4265,40003-1,Snowman,2009,227,44,5.0000,5.0000,5.0000,1,USD
4266,40004-1,Heart 2010,2010,232,26,0.0000,0.0000,0.0000,0,USD
4267,40005-1,Bunny,2010,229,81,6.8295,4.9900,11.4216,6,USD
4268,40008-1,Snowman,2010,227,64,8.4043,6.5000,12.9900,7,USD
4269,40009-1,Holiday,2010,227,85,5.1186,4.5932,5.9077,5,USD
4270,400-1,Universal Building Set,1977,469,317,135.0000,120.0000,150.0000,2,USD
4271,40010-1,Santa with Sleigh,2010,227,71,6.6303,4.0000,8.5500,7,USD
4272,40011-1,Thanksgiving Turkey,2010,231,52,1.6667,1.0000,3.0000,3,USD
4273,40012-1,Halloween Pumpkin,2010,230,18,0.0000,0.0000,0.0000,0,USD
4274,40013-1,Halloween Ghost,2010,230,18,3.0000,3.0000,3.0000,1,USD
4275,40014-1,Halloween Bat,2010,230,25,2.3231,1.9900,2.6562,2,USD
4276,40015-1,Heart Book,2011,206,51,0.0000,0.0000,0.0000,0,USD
4277,40016-1,Valentine Letter Set,2011,232,41,15.0000,15.0000,15.0000,1,USD
4278,40017-1,Easter Basket,2011,229,86,9.7512,8.0000,11.8273,7,USD
4279,40018-1,Easter Bunny with Eggs,2011,229,95,15.0891,14.7990,15.3791,2,USD
4280,40019-1,Brickley,2011,22,59,6.9691,5.7500,10.3726,5,USD
4281,40020-1,Halloween Set,2011,230,71,7.8463,4.9900,13.2809,8,USD
4282,4002014-1,LEGO HUB Birds,2014,599,466,205.6881,205.6881,205.6881,1,USD
4283,4002015-1,Borkum Riffgrund 1,2015,599,559,98.3726,98.3726,98.3726,1,USD
4284,4002016-1,50 Years On Track,2016,599,1141,145.9875,145.9875,145.9875,1,USD
4285,4002017-1,Nutcracker,2017,599,729,229.8498,229.8498,229.8498,1,USD
4286,4002018-1,Santa and Reindeer,2018,599,1099,0.0000,0.0000,0.0000,0,USD
4287,4002019-1,Yuletide Squadron Xmas-Wing Starfighter,2019,599,1038,0.0000,0.0000,0.0000,0,USD
4288,4002-1,Riptide Racer,1996,363,54,15.5246,6.0000,29.5979,21,USD
4289,40021-1,Spiders Set,2011,230,54,3.0100,2.5000,3.5399,3,USD
4290,40022-1,Mini Santa Set,2011,227,72,0.0000,0.0000,0.0000,0,USD
4291,40023-1,Holiday Stocking,2011,227,76,6.3494,6.3494,6.3494,1,USD
4292,40024-1,Christmas Tree,2011,227,77,7.1680,6.6404,7.6955,2,USD
4293,40025-1,Yellow Cab,2012,22,43,9.8700,9.8700,9.8700,1,USD
4294,40026-1,Statue of Liberty,2012,408,39,7.0917,7.0917,7.0917,1,USD
4295,40028-1,Mini Hogwarts Express,2011,246,64,6.1535,4.9139,8.0000,6,USD
4296,40029-1,Heart 2012,2012,206,51,13.6032,13.6032,13.6032,1,USD
4297,400-3,Small Wheels with Axles (The Building Toy),1966,371,12,0.0000,0.0000,0.0000,0,USD
4298,40030-1,Duck with Ducklings,2012,229,51,11.8273,11.8273,11.8273,1,USD
4299,40031-1,Bunny and Chick,2012,229,52,0.0000,0.0000,0.0000,0,USD
4300,40032-1,Witch,2012,230,71,4.3000,3.5000,5.0000,5,USD
4301,40033-1,Turkey,2012,231,52,6.1263,5.0000,7.8501,6,USD
4302,40034-1,Christmas Train,2012,227,82,6.8178,4.5000,13.9900,15,USD
4303,40035-1,Rocking Horse,2012,227,49,4.0100,3.5000,5.0000,4,USD
4304,40036-1,Cobra,2012,409,37,0.0000,0.0000,0.0000,0,USD
4305,40037-1,Hockey Player,2012,409,43,0.0000,0.0000,0.0000,0,USD
4306,40038-1,Monthly Mini Model Build March 2012 - Garden and Earthworm,2012,409,33,0.0000,0.0000,0.0000,0,USD
4307,40039-1,Monthly Mini Model Build May 2012 - Tulip,2012,409,16,3.0622,3.0622,3.0622,1,USD
4308,400-4,Small Wheels with Axles (System),1963,371,12,13.4727,8.1217,23.6191,8,USD
4309,40040-1,Monthly Mini Model Build July 2012 - Olympic Flame,2012,409,15,6.3229,5.0000,8.0000,4,USD
4310,40041-1,Monthly Mini Model Build December 2012 - Moose,2012,409,27,0.0000,0.0000,0.0000,0,USD
4311,40042-1,Monthly Mini Model Build October 2012 - Cat,2012,409,25,3.3300,3.0000,3.9900,5,USD
4312,40043-1,Duck,2012,409,24,0.0000,0.0000,0.0000,0,USD
4313,40044-1,Monthly Mini Model Build June 2012 - Lawnmower,2012,409,25,6.5000,6.5000,6.5000,1,USD
4314,40045-1,Monthly Mini Model Build August 2012 - Shark,2012,409,27,0.0000,0.0000,0.0000,0,USD
4315,40046-1,Pilgrim,2012,409,23,0.0000,0.0000,0.0000,0,USD
4316,40047-1,Monthly Mini Model Build September 2012 - Owl,2012,409,41,0.0000,0.0000,0.0000,0,USD
4317,40048-1,Birthday Cake,2012,206,24,3.9457,2.2966,5.9077,6,USD
4318,40049-1,Mini Sopwith Camel,2012,22,65,8.3050,4.0000,17.9292,15,USD
4319,4005-1,Tug Boat,1982,363,66,34.0210,17.1000,92.0514,11,USD
4320,40051-1,Valentine’s Day Heart Box,2013,232,54,10.8371,9.0000,12.0000,7,USD
4321,40052-1,Springtime Scene,2013,206,88,10.0061,8.0000,11.8273,6,USD
4322,40053-1,Easter Bunny with Basket,2013,229,96,8.2000,6.0000,10.0000,5,USD
4323,40054-1,Summer Scene,2013,206,40,13.7509,12.0000,14.9900,4,USD
4324,40055-1,Pumpkin,2013,230,52,10.5492,8.0000,15.3108,5,USD
4325,40056-1,Thanksgiving Feast,2013,231,46,14.5208,11.0000,19.9900,6,USD
4326,40057-1,Fall Scene,2013,206,72,12.5503,11.8273,14.2070,6,USD
4327,40058-1,Decorating The Tree,2013,228,110,14.1584,14.0000,14.2800,3,USD
4328,40059-1,Santa's Sleigh,2013,228,77,17.0993,11.4831,21.2513,6,USD
4329,40061-1,Igloo,2013,409,40,6.0000,6.0000,6.0000,1,USD
4330,40062-1,Monthly Mini Model Build Set February 2013 - Log Cabin,2013,409,59,8.2298,7.0000,9.4595,2,USD
4331,40063-1,Monthly Mini Model Build March 2013 - Turtle,2013,409,33,3.0000,3.0000,3.0000,1,USD
4332,40064-1,Monthly Mini Model Build Set April 2013 - Lamb and Sheep,2013,409,32,0.0000,0.0000,0.0000,0,USD
4333,40065-1,Monthly Mini Model Build May 2013 - Kingfisher,2013,409,21,0.0000,0.0000,0.0000,0,USD
4334,40066-1,Monthly Mini Model Build June 2013 - Fisherman,2013,409,38,4.0000,4.0000,4.0000,1,USD
4335,40067-1,Monthly Mini Model Build July 2013 - Crab,2013,409,37,6.6562,5.3124,8.0000,4,USD
4336,40068-1,Monthly Mini Model Build August 2013 - Flamingo,2013,409,31,10.0000,10.0000,10.0000,1,USD
4337,40069-1,Monthly Mini Model Build September 2013 - Pirate,2013,409,44,5.0000,5.0000,5.0000,2,USD
4338,40070-1,Monthly Mini Model Build October 2013 - Witch,2013,409,22,0.0000,0.0000,0.0000,0,USD
4339,40071-1,Monthly Mini Model Build November 2013 - Tractor,2013,409,44,0.0000,0.0000,0.0000,0,USD
4340,40072-1,Monthly Mini Model Build December 2013 - Rocking Horse,2013,409,32,0.0000,0.0000,0.0000,0,USD
4341,40073-1,Panda,2013,31,70,0.0000,0.0000,0.0000,0,USD
4342,40076-1,Zombie Car,2012,558,60,16.0827,12.8692,22.5000,10,USD
4343,40077-1,Geoffrey,2013,22,90,4.2537,4.0000,4.7238,7,USD
4344,40078-1,Hot Dog Cart,2013,22,39,10.8751,7.6554,15.9371,7,USD
4345,40079-1,Mini VW T1 Camper Van,2013,22,76,34.0090,29.9800,38.2769,3,USD
4346,40080-1,Friends Pencil Holder,2013,501,142,0.0,0.0,0.0,0.0,none
4347,40081-1,LEGOLAND Picture Frame - Florida Edition,2013,425,121,0.0,0.0,0.0,0.0,none
4348,40081-2,LEGOLAND Picture Frame - Deutschland Edition,2013,425,121,0.0,0.0,0.0,0.0,none
4349,40081-3,LEGOLAND Picture Frame - Billund Edition,2013,425,121,0.0,0.0,0.0,0.0,none
4350,40081-4,LEGOLAND Picture Frame - Malaysia Edition,2013,425,121,0.0,0.0,0.0,0.0,none
4351,40081-5,LEGOLAND Picture Frame - Windsor Edition,2013,425,121,0.0,0.0,0.0,0.0,none
4352,40081-6,LEGOLAND Picture Frame -- California Edition,2013,425,121,0.0,0.0,0.0,0.0,none
4353,40082-1,Christmas Tree Stand,2013,228,115,35.3285,26.5618,45.1668,8,USD
4354,40083-1,Christmas Tree Truck,2013,228,118,25.8470,15.9371,32.5577,8,USD
4355,40084-1,Hero Factory Weapon Pack,2013,400,6,6.4819,1.9080,9.9900,3,USD
4356,40085-1,Valentine Bear,2014,232,127,12.0124,10.0000,15.2933,7,USD
4357,40086-1,Easter Bunny,2014,229,106,8.7739,7.1035,13.2676,23,USD
4358,40090-1,Halloween Bat,2014,230,156,9.0332,5.0000,15.6000,3,USD
4359,40091-1,Turkey,2014,231,125,12.4681,11.8392,13.0112,5,USD
4360,40092-1,Reindeer,2014,227,139,12.8618,9.8772,23.6500,6,USD
4361,40093-1,Snowman,2014,227,140,15.4601,9.0000,23.6500,5,USD
4362,40094-1,Monthly Mini Model Build January 2014 - Snowplough,2014,409,44,0.0000,0.0000,0.0000,0,USD
4363,40095-1,Monthly Mini Model Build February 2014 - Micro Manager,2014,409,50,0.0000,0.0000,0.0000,0,USD
4364,40096-1,Monthly Mini Model Build March 2014 - Spring Tree,2014,409,62,5.0000,5.0000,5.0000,3,USD
4365,40097-1,Monthly Mini Model Build April 2014 - Helicopter,2014,409,44,0.0000,0.0000,0.0000,0,USD
4366,40098-1,Monthly Mini Model Build May 2014 - Dragon,2014,409,43,7.0000,7.0000,7.0000,1,USD
4367,40099-1,Monthly Mini Model Build June 2014 - Jet-Ski,2014,409,33,5.0000,5.0000,5.0000,3,USD
4368,40-1,Universal Building Set,1976,469,293,58.2808,48.5814,70.0000,7,USD
4369,40100-1,Monthly Mini Model Build July 2014 - Surf Van,2014,409,46,0.0000,0.0000,0.0000,0,USD
4370,4010-1,Police Rescue Boat,1987,363,83,59.0046,17.7469,200.0000,21,USD
4371,40101-1,Monthly Mini Model Build August 2014 - Monkey,2014,409,46,0.0000,0.0000,0.0000,0,USD
4372,40102-1,Monthly Mini Model Build September 2014 - Aircraft,2014,409,37,0.0000,0.0000,0.0000,0,USD
4373,40103-1,Monthly Mini Model Build November 2014 - Rocket,2014,409,48,0.0000,0.0000,0.0000,0,USD
4374,40104-1,Monthly Mini Model October 2014 - Monster,2014,409,36,0.0000,0.0000,0.0000,0,USD
4375,40105-1,Monthly Mini Model Build December 2014 - Gingerbread House,2014,409,54,6.3167,3.9815,7.9685,3,USD
4376,40106-1,Toy Workshop,2014,227,115,23.6149,20.0000,28.6017,6,USD
4377,40107-1,Winter Skating Scene,2014,228,129,13.6905,9.5000,19.1385,15,USD
4378,40108-1,Balloon Cart,2014,22,66,18.6035,14.2070,23.0000,2,USD
4379,40109-1,MINI Cooper Mini Model,2014,22,59,19.3243,15.9829,22.0000,3,USD
4380,40110-1,Coin Bank,2014,61,122,15.6473,10.1047,22.4944,5,USD
4381,4011-1,Cabin Cruiser,1991,363,91,17.2311,8.2874,37.1600,19,USD
4382,40112-1,Model Catwalk,2014,494,143,4.5000,4.5000,4.5000,1,USD
4383,40114-1,LEGO Friends Buildable Jewelry Box,2014,494,201,0.0,0.0,0.0,0.0,none
4384,40115-1,LEGOLAND Entrance with Family,2014,425,271,0.0000,0.0000,0.0000,0,USD
4385,40116-1,Hero Factory Promo,2014,400,31,0.0000,0.0000,0.0000,0,USD
4386,40117-1,Hero Factory Villain Promo,2014,403,28,6.6358,6.6358,6.6358,1,USD
4387,40118-1,Buildable Brick Box 2x2,2014,408,203,22.5000,20.0000,25.0000,2,USD
4388,401-2,Large Wheels with Axles (The Building Toy),1966,371,7,0.0000,0.0000,0.0000,0,USD
4389,40120-1,Valentine's Day Dinner,2015,232,114,15.9205,10.1225,26.6381,8,USD
4390,4012-1,Wave Cops,1996,363,100,24.2715,16.4377,35.9500,11,USD
4391,40121-1,Painting Easter Eggs,2015,229,157,15.9942,12.6036,20.0000,3,USD
4392,40122-1,Trick or Treat,2015,230,133,18.6898,14.9173,26.5000,5,USD
4393,40123-1,Thanksgiving Feast,2015,231,158,14.9841,12.7863,16.6011,5,USD
4394,40124-1,Winter Fun,2015,227,107,12.8190,9.5920,16.1195,7,USD
4395,40125-1,Santa's Visit,2015,227,167,13.2830,12.7863,13.7797,3,USD
4396,40126-1,Monthly Mini Model Build January 2015 - Alien and Space Dog,2015,409,55,3.0200,2.9500,3.1100,3,USD
4397,40127-1,Monthly Mini Model Build February 2015 - Space Shuttle,2015,409,39,0.0000,0.0000,0.0000,0,USD
4398,40128-1,Monthly Mini Model Build March 2015 - Robot,2015,409,50,5.8650,5.1000,7.0000,3,USD
4399,40129-1,Monthly Mini Model Build April 2015 – UFO,2015,409,39,1.8082,1.8082,1.8082,1,USD
4400,401-3,Large Wheels with Axles (System),1964,371,7,8.4449,7.1035,9.9990,6,USD
4401,40130-1,Monthly Mini Model Build May 2015 - Koala,2015,409,65,0.0000,0.0000,0.0000,0,USD
4402,4013-1,Create and Imagine,2003,37,1000,59.1958,59.1958,59.1958,1,USD
4403,40131-1,Monthly Mini Model Build June 2015 - Parrot,2015,409,55,5.7225,5.4950,5.9500,2,USD
4404,40132-1,Whale July 2015,2015,409,31,3.4625,3.0000,3.9250,2,USD
4405,40133-1,Monthly Mini Model Build August 2015 - Kangaroo,2015,409,49,4.3476,2.4000,5.9329,3,USD
4406,40134-1,Monthly Mini Model Build September 2015 - Scuba Diver,2015,409,45,4.9033,2.5000,7.5000,3,USD
4407,40135-1,Monthly Mini Model Build October 2015 - Angler Fish,2015,409,29,5.0000,5.0000,5.0000,1,USD
4408,40136-1,Monthly Mini Model Build November 2015 - Shark,2015,409,31,4.7383,3.9815,5.4950,2,USD
4409,40137-1,Monthly Mini Model Build December 2015 - Submarine,2015,409,28,3.9250,3.9250,3.9250,1,USD
4410,40138-1,Christmas Train,2015,227,233,26.6969,19.1385,81.0509,18,USD
4411,40139-1,Gingerbread House,2015,228,277,46.3483,33.6837,76.9546,17,USD
4412,40140-1,Flower Cart,2015,23,75,13.6434,12.4193,15.3108,6,USD
4413,4014-1,Creator Exclusive,2003,37,500,0.0000,0.0000,0.0000,0,USD
4414,40141-1,Bricktober Hotel,2015,157,204,14.1900,14.1900,14.1900,1,USD
4415,40142-1,Bricktober Train Station,2015,157,180,10.9112,7.5000,13.2809,3,USD
4416,40143-1,Bricktober Bakery,2015,157,234,10.0000,10.0000,10.0000,1,USD
4417,40144-1,Bricktober Toys R Us Store,2015,157,165,32.5577,32.5577,32.5577,1,USD
4418,40145-1,LEGO Store,2015,408,413,28.4081,23.6783,33.1378,2,USD
4419,40146-1,Lufthansa Plane,2015,598,67,35.3991,35.3991,35.3991,1,USD
4420,40148-1,Year Of The Sheep,2015,206,99,10.0000,10.0000,10.0000,1,USD
4421,4015-1,Freighter,1982,363,80,58.5059,35.5175,98.6265,7,USD
4422,40153-1,Birthday Cake,2015,301,120,12.3423,8.5242,17.7587,4,USD
4423,40154-1,Pencil Holder,2015,301,176,0.0,0.0,0.0,0.0,none
4424,40155-1,Piggy Coin Bank,2015,301,148,14.1036,12.0000,15.3108,3,USD
4425,40156-1,Organiser,2015,494,171,15.0000,15.0000,15.0000,1,USD
4426,40158-1,Pirates Chess Set,2015,154,856,0.0,0.0,0.0,0.0,none
4427,4016-1,Racer,2001,674,21,1.4928,0.6178,2.3678,2,USD
4428,40161-1,What Am I?,2016,408,536,0.0,0.0,0.0,0.0,none
4429,40165-1,Minifigure Wedding Favor Set,2016,408,91,14.9900,14.9900,14.9900,1,USD
4430,40166-1,LEGOLAND Train,2016,425,211,16.1638,10.6552,30.0000,4,USD
4431,40167-1,My First Set,2016,504,6,0.0000,0.0000,0.0000,0,USD
4432,40170-1,Build My City Accessory Set,2017,62,102,7.8250,6.7500,8.9000,2,USD
4433,4017-1,Sea Helicopter,2001,674,13,2.3678,2.3678,2.3678,1,USD
4434,40171-1,Hedgehog Storage,2017,494,249,0.0000,0.0000,0.0000,0,USD
4435,40172-1,Brick Calendar,2017,501,278,0.0,0.0,0.0,0.0,none
4436,40173-1,Picture Frame,2018,501,268,0.0,0.0,0.0,0.0,none
4437,40174-1,Iconic Chess Set,2017,502,1450,0.0,0.0,0.0,0.0,none
4438,40175-1,Police Road Block Mission,2017,61,58,0.0000,0.0000,0.0000,0,USD
4439,40176-1,Scarif Stormtrooper,2017,158,25,9.6885,4.7357,14.8879,7,USD
4440,40177-1,City Jungle Explorer Kit,2017,614,40,0.0000,0.0000,0.0000,0,USD
4441,40178-1,Iconic VIP Set,2017,408,205,13.5317,11.2641,19.4326,6,USD
4442,40179-1,Personalised Mosaic Portrait,2016,277,4502,0.0000,0.0000,0.0000,0,USD
4443,40180-1,Bricktober Theater,2014,157,164,20.2745,11.4831,29.3404,3,USD
4444,4018-1,Ship,2001,22,12,0.0000,0.0000,0.0000,0,USD
4445,40181-1,Bricktober Pizza Place,2014,157,139,14.7735,9.5469,20.0000,2,USD
4446,40182-1,Bricktober Fire Station,2014,157,175,25.3262,20.0000,29.3404,3,USD
4447,40183-1,Bricktober Town Hall,2014,157,186,21.1968,14.2500,29.3404,3,USD
4448,40186-1,Year of the Pig,2019,206,153,8.8800,8.8800,8.8800,1,USD
4449,40187-1,Flowers,2018,301,100,7.8080,7.0917,8.5242,2,USD
4450,40188-1,Pencil Pot,2018,301,187,0.0,0.0,0.0,0.0,none
4451,40190-1,Ferrari F138,2014,598,42,4.5840,2.9006,8.7620,15,USD
4452,4019-1,Aeroplane,2001,674,17,1.0297,1.0297,1.0297,1,USD
4453,40191-1,Ferrari F12 Berlinetta,2014,598,45,4.4804,2.5005,7.6955,13,USD
4454,40192-1,Ferrari 250 GTO,2014,598,47,3.8819,2.7518,5.9196,16,USD
4455,40193-1,Ferrari 512 S,2014,598,50,4.4181,2.8643,10.6247,16,USD
4456,40194-1,Finish Line & Podium,2014,598,65,4.5744,2.1896,7.0798,11,USD
4457,40195-1,Shell Station,2014,598,80,7.8687,4.3792,17.5679,11,USD
4458,40196-1,Shell Tanker,2014,598,94,6.4978,3.3031,13.0112,13,USD
4459,40197-1,Wedding Favour 2018,2018,408,132,10.4770,7.9900,12.9639,2,USD
4460,40198-1,Ludo Game,2018,598,389,0.0,0.0,0.0,0.0,none
4461,40199-1,Billund Airport,2018,598,286,73.2705,73.2705,73.2705,1,USD
4462,4020-1,Fire Fighting Boat,1987,363,208,69.5025,18.9427,100.0000,6,USD
4463,40201-1,Valentines Cupid Dog,2016,232,150,7.8198,6.0000,9.4713,8,USD
4464,40202-1,Easter Chick,2016,229,111,5.2019,4.2105,6.0000,6,USD
4465,40203-1,Vampire and Bat,2016,230,150,5.5381,4.5000,6.1243,3,USD
4466,40204-1,Pilgrim's Feast,2016,231,163,8.7102,4.7357,15.1868,6,USD
4467,40205-1,Elves' Workshop,2016,206,238,11.4113,10.0000,14.0000,4,USD
4468,40206-1,Santa,2016,227,155,6.3575,5.0000,9.9900,6,USD
4469,40207-1,Year Of The Monkey,2016,206,165,0.0000,0.0000,0.0000,0,USD
4470,40208-1,Monthly Mini Model Build January 2016 - Polar Bear,2016,409,40,4.7100,4.7100,4.7100,1,USD
4471,40209-1,Monthly Mini Model Build February 2016 - Snow Scooter,2016,409,26,0.0000,0.0000,0.0000,0,USD
4472,402-1,Universal Building Set,1977,469,401,95.5899,89.9550,101.2248,2,USD
4473,40210-1,Monthly Mini Model Build March 2016 - Bunny,2016,409,49,6.2881,5.4950,7.0812,2,USD
4474,4021-1,Police Patrol,1991,363,196,58.7978,16.5156,350.0000,16,USD
4475,40211-1,Monthly Mini Model Build April 2016 - Bee,2016,409,34,7.2185,7.0000,7.6554,3,USD
4476,40212-1,Monthly Mini Model Build May 2016 - Hedgehog,2016,409,39,4.2646,4.0292,4.5000,2,USD
4477,40213-1,Monthly Mini Model Build June 2016 - Sea Plane,2016,409,24,0.0000,0.0000,0.0000,0,USD
4478,40214-1,Monthly Mini Model Build July 2016 - Frog,2016,409,60,0.0000,0.0000,0.0000,0,USD
4479,40215-1,Monthly Mini Model Build August 2016 - Apple,2016,409,58,2.5920,1.1839,4.0000,2,USD
4480,40216-1,Monthly Mini Build September 2016 - School Bus,2016,409,65,7.3493,6.6985,8.0000,2,USD
4481,40217-1,Monthly Mini Build October 2016 - Werewolf,2016,409,52,4.3458,3.9815,4.7100,2,USD
4482,40218-1,Monthly Mini Model Build November 2016 - Fox,2016,409,39,3.4693,2.7500,4.7100,3,USD
4483,40219-1,Monthly Mini Model Build December 2016 - Christmas Present,2016,409,55,3.7500,3.5000,4.0000,2,USD
4484,402-2,White Turntables,1964,371,5,22.4944,15.3909,29.5979,2,USD
4485,40220-1,London Bus,2016,22,118,11.8275,5.0000,19.9040,11,USD
4486,4022-1,C26 Sea Cutter,1996,363,193,37.5808,26.4017,67.7877,7,USD
4487,40221-1,Fountain,2016,22,105,20.1677,15.9829,25.5052,6,USD
4488,40222-1,24-in-1 Holiday Countdown,2016,207,250,13.8278,6.1243,27.5261,7,USD
4489,40223-1,Snowglobe,2016,227,215,31.6963,21.3105,48.5814,11,USD
4490,40225-1,Rio 2016 Mascots,2016,598,197,20.7452,20.7452,20.7452,1,USD
4491,40226-1,Birthday Buddy,2016,22,134,0.0000,0.0000,0.0000,0,USD
4492,40227-1,MSC Meraviglia,2016,598,181,80.0000,80.0000,80.0000,1,USD
4493,40228-1,Geoffrey & Friends,2016,598,133,6.7049,5.9196,7.1035,3,USD
4494,402-3,White Turntables,1966,371,5,13.7696,13.7696,13.7696,1,USD
4495,4023-1,Fun and Adventure,2003,37,55,3.8770,2.3678,5.3132,5,USD
4496,40234-1,Year of the Rooster,2017,206,158,6.9851,5.9196,8.0506,2,USD
4497,40235-1,Year of the Dog,2018,206,156,9.5000,9.0000,10.0000,4,USD
4498,40236-1,Romantic Valentine Picnic,2017,232,126,10.8321,8.5242,13.7797,7,USD
4499,40237-1,Easter Egg Hunt,2017,229,145,9.4068,7.0917,12.0000,8,USD
4500,40239-1,Monthly Mini Model Build January 2017 - Narwhal,2017,409,45,4.7100,4.7100,4.7100,1,USD
4501,40240-1,Monthly Mini Model Build February 2017 - Raccoon,2017,409,47,4.3260,3.0000,5.6520,3,USD
4502,4024-1,Advent Calendar 2003 Creator,2003,214,300,25.0842,22.4944,27.6740,2,USD
4503,40241-1,Monthly Mini Model Build March 2017 - Platypus,2017,409,36,3.8861,3.0622,4.7100,2,USD
4504,40242-1,Monthly Mini Model Build April 2017 - Chick,2017,409,54,3.8459,3.0000,4.7100,3,USD
4505,40243-1,Monthly Mini Model Build May 2017 - Racecar,2017,409,52,3.8277,3.8277,3.8277,1,USD
4506,40244-1,Monthly Mini Model Build June 2017 - Dragonfly,2017,409,37,4.7977,4.5000,5.3000,3,USD
4507,40245-1,Monthly Mini Model Build June 2017 - Octopus,2017,409,49,4.2408,3.9815,4.5000,2,USD
4508,40246-1,Monthly Mini Model Build August 2017 - Rainbow Fish,2017,409,32,3.4251,2.0000,4.2105,5,USD
4509,40247-1,Monthly Mini Model Build September 2017 - Dinosaur,2017,409,43,3.0622,3.0622,3.0622,1,USD
4510,40248-1,Monthly Mini Model Build October 2017 - Robot,2017,409,54,3.2980,2.2000,4.3960,3,USD
4511,40249-1,Monthly Mini Model Build November 2017 - St. Bernard Dog,2017,409,45,2.2000,2.2000,2.2000,1,USD
4512,40250-1,Monthly Mini Model Build December 2017 - Train,2017,409,56,4.7100,4.7100,4.7100,1,USD
4513,4025-1,Fire Boat,1982,363,150,79.2710,40.0000,168.1043,14,USD
4514,40251-1,Mini Piggy Bank,2017,672,248,11.6550,11.6550,11.6550,1,USD
4515,40252-1,Mini VW Beetle,2017,22,141,14.0668,11.9336,16.2000,2,USD
4516,40253-1,Christmas Build-Up,2017,228,254,19.4326,19.4326,19.4326,1,USD
4517,40254-1,Nutcracker,2017,227,230,14.9126,10.6552,19.5228,5,USD
4518,40256-1,Create The World,2017,598,111,23.6783,23.6783,23.6783,1,USD
4519,40260-1,Halloween Haunt,2017,230,145,16.6436,13.7797,20.0000,8,USD
4520,4026-1,"Create Your Dreams {Canister, blue top}",2003,37,100,3.8964,3.0190,5.0000,17,USD
4521,40261-1,Thanksgiving Harvest,2017,231,133,10.8054,8.5242,12.8700,4,USD
4522,40262-1,Christmas Train Ride,2017,227,169,6.8898,6.8898,6.8898,1,USD
4523,40263-1,Christmas Town Square,2017,227,179,10.6552,10.6552,10.6552,1,USD
4524,40264-1,Build My Heartlake City Accessory Set,2017,494,121,7.4587,7.4587,7.4587,1,USD
4525,40265-1,Friends Tic-Tac-Toe,2017,494,58,0.0000,0.0000,0.0000,0,USD
4526,40266-1,Mini Keepsake Box,2017,494,105,0.0,0.0,0.0,0.0,none
4527,40267-1,Find A Pair Pack,2017,504,6,0.0000,0.0000,0.0000,0,USD
4528,40268-1,R3-M2,2017,158,22,9.2623,6.0162,11.5064,6,USD
4529,40269-1,Photo Frame Polybag,2017,504,8,0.0000,0.0000,0.0000,0,USD
4530,40270-1,Bee,2018,610,140,5.4598,5.0000,5.9196,2,USD
4531,4027-1,"Build and Imagine {canister, red top}",2003,37,100,4.2903,3.5000,5.3124,7,USD
4532,40271-1,Bunny,2018,610,126,8.0508,6.3599,10.0000,4,USD
4533,40272-1,Witch,2018,610,151,6.8899,6.1243,7.6554,2,USD
4534,40273-1,Turkey,2018,610,114,6.9950,6.9900,7.0000,2,USD
4535,40274-1,Mr. Claus & Mrs. Claus,2018,610,341,15.9497,13.0000,20.0000,5,USD
4536,40276-1,Walrus,2018,409,55,3.1915,3.0622,3.4500,5,USD
4537,40277-1,Car and Petrol Pump,2018,409,44,3.0622,3.0622,3.0622,1,USD
4538,40278-1,Lamb,2018,409,45,3.8861,3.0622,4.7100,3,USD
4539,40279-1,Frog,2018,409,43,0.0000,0.0000,0.0000,0,USD
4540,40280-1,Tractor,2018,409,38,0.0000,0.0000,0.0000,0,USD
4541,4028-1,World of Bricks {Blue Bucket},2003,37,500,22.2971,21.9025,22.4944,3,USD
4542,40281-1,Surfer Dragon,2018,409,43,3.5517,3.5517,3.5517,2,USD
4543,40282-1,BBQ,2018,409,37,0.0000,0.0000,0.0000,0,USD
